,NCIA-01751,NCIA-01752,NCIA-01753,NCIA-01754,NCIA-01755,NCIA-01756,NCIA-01757,NCIA-01758,NCIA-01759,NCIA-01760,NCIA-01761,NCIA-01762,NCIA-01763,NCIA-01764,NCIA-01765,NCIA-01766,NCIA-01767,NCIA-01768,NCIA-01769,NCIA-01770,NCIA-01771,NCIA-01772,NCIA-01773,NCIA-01774,NCIA-01775,NCIA-01776,NCIA-01777,NCIA-01778,NCIA-01779,NCIA-01780,NCIA-01781,NCIA-01782,NCIA-01783,NCIA-01784,NCIA-01785,NCIA-01786,NCIA-01787,NCIA-01788,NCIA-01789,NCIA-01790,NCIA-01791,NCIA-01792,NCIA-01793,NCIA-01794,NCIA-01795,NCIA-01796,NCIA-01797,NCIA-01798,NCIA-01799,NCIA-01800,NCIA-01801,NCIA-01802,NCIA-01803,NCIA-01804,NCIA-01805,NCIA-01806,NCIA-01807,NCIA-01808,NCIA-01809
"5,6-dihydrouracil",418897.2,342314.4,359474.4,127423.7,,63621.5,146019.8,90680.1,130804.6,78250.2,180586.3,123475.7,9039.2,102937.7,139990.3,10942.3,151669.2,116102.8,256785.4,95247.1,140563.1,237349.5,174368.7,351332.4,46836.9,96291.6,176249.5,103505.8,87074.3,31405.3,,114224.2,121257.1,116221,81601.9,71087.1,102169,135239.5,87065.4,100832.2,50933.1,72574,,,105242.7,113053.9,68874.9,172026.7,56290,162742.7,27728.1,55437.6,27547.8,55483.1,15294.5,68453.9,85939.9,19622.5,82694
5-aminovalerate,,,,,,,,,,,,,,,,,,,,,,,,,167130.6,534699.7,,,150389.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-dodecenoate (12:1n7),322269,5619.1,,59231,273462.8,166269.8,271701.1,112447.6,778948.6,126313.7,123713.9,24209.6,568698.1,210500.2,221567,,23927,4312.7,44104.7,20254.4,425661.2,101064.9,90624.9,,335422.8,,,11583.7,21886.5,306076,,,11983.2,4042.4,135311.7,18866.3,16911.3,8755.6,64497.4,96507.7,11996.4,5264.8,65608,57494.1,156823,15990.5,249986.3,42962.1,,,,37920.3,33568.4,5181.1,,6308.2,27607.2,78804.8,27918.5
5-hydroxyindoleacetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102145.8,,,,,,,,,,,,,,,,,,,,,,,,,,
5-oxoproline,284569.7,229452.3,543181.2,1028803.1,77817.5,221473.4,264505.3,205455.2,383201.1,248234.7,466044,282670.1,89792.4,344816.7,369203.7,273417.9,306271.2,181775.2,464562.8,155578.6,255201.2,291325.1,377644.2,472351.6,199284.4,222730.8,529941.5,227532.7,673876.4,581846.8,172892.8,489164.7,483571.7,335463.7,402376.5,255168.3,891305.6,679680.8,383313.2,427251.7,557763.4,291977.8,47344.3,292916.6,502166.3,360657.3,355999.4,710090.8,143363.8,238223.7,90236.4,293855.4,158106.8,229770.3,204793.6,265536,218311.2,322647.6,401905.3
6-keto prostaglandin F1alpha,13335.1,36088.8,141754.3,89311.1,,148356.7,9450.3,28819.5,10198.6,45509.5,73912.6,211230.8,9713.9,22192.4,,67480.9,113810.7,32209.7,59578.4,165490.2,23761.9,50111.2,20606.9,154743.6,,,286205.1,33653.6,51770,72839.9,38209.1,383565,126908.2,35912.4,25369.3,37500,149792.8,106388.6,38478.4,72711.3,130255,10638.3,,30763.6,,10175.8,,,9242.5,14483.5,,38478.4,52251.1,50024.5,34132.2,39621,27436.2,10458.2,17565.9
6-phosphogluconate,40490.4,24025.4,46923.7,125192.5,4730.8,46323.5,80687.4,56589.3,71719.5,62608.9,162777.7,191733.2,,54171.6,35953.2,33860.1,179396.8,15129.4,195720.9,33139.1,20145.8,22562.8,110898.6,92007.5,,9636.7,55898.4,28108.2,74969.1,175143.3,15258,103741.3,38642.7,58410.1,35409.6,58552.4,86571.9,57503.2,12187.3,119379.8,78804.5,101646.6,7451.3,49774.4,221310.2,53225.4,140945.3,71899.3,63702.7,24639.2,24944.6,42526.3,26892.6,31149.7,29866.2,12567.4,37766.2,29637.3,45422.3
"9,10-DiHOME",135221.9,,40891.7,,61647.6,25953.4,59106.5,61837.3,83259.9,28203.9,172512,557474.1,46160.6,39931.6,81199,24455.9,57811.4,,23190.4,9388.9,31269.4,13460,,57185.3,63578,,20712.2,18894.9,17898.6,14176.1,31893.3,17247.9,,,56378.3,,,15914.7,83015.6,,,,65663.9,15900.5,32517.3,,72075.8,21696.7,23811.2,,,14787.8,33152.7,,24020,,30463,23791.9,
acetylcarnitine,2369930.3,6316178.5,5546358,5898421.5,1499525.3,7238676,3742942,3963107,1576484.6,4613747.5,8593471,8208913,2420945,2531585.3,4068162,5762140.5,3842907.3,8363172.5,7124568,7844394,5826328,8168622,1573936.1,1429079,5746961.5,9668704,15146538,6655447.5,4896708.5,8185788.5,4295113,17911558,2735349,6018152.5,7679008,11382536,9105479,7907220,4365510.5,25262830,5929676.5,6864200.5,1727789.9,4579024,4469557,8134908,2623694,8745892,4040927.5,5867166.5,6864160.5,4817303.5,6704061,9014600,5875621.5,7879059,4329745,6393590.5,8155754
adenosine,329328.2,,110294.9,97785.8,,41129,65273,,,,,,,118585.4,135179.8,101498.5,82979.4,20841.5,,76411.4,86704.3,99396.2,,,,45648.5,139279.7,46178.7,36703.4,54613.3,16012.1,80464.9,,55767.1,81085.8,23046.5,53377.4,74281.2,94248.1,85282.9,,52771,,78656.8,175316.5,161889.1,112549.3,166280.4,192989.9,83389.2,22246.6,,40123.7,85815.6,42012.3,98346.8,110385,,159020.7
adenosine 2'-monophosphate (2'-AMP),244137.9,110204,255356,45839.8,34043.6,203974.5,199871.4,192971.9,396866.5,86706.8,286788.4,182601.7,54707.1,363205.8,257790.2,216470.6,221007.9,,260228.9,226039.3,461096.8,267919.3,171775.8,294899.3,44211.1,104966.8,108174.4,31871.7,303662.5,67661.6,,82483.2,,229731.4,84262.6,49429.9,228194.3,399265.6,388131,82266.6,49867.3,62203.6,,141893.4,724799.4,115689,604953.9,233109.6,202165.5,97851,48645.2,67131.8,47644,203749,97302.1,139802.6,82216.2,114047.5,77481.9
adenosine 3'-monophosphate (3'-AMP),145732.8,471327.6,645035.3,913288.1,35466.2,166465.5,201851.1,150336.5,288998.6,507001,346666.9,329554.8,155827.4,388766.2,273029.1,399268.4,416500.5,193273.4,357363.4,461009.6,169928.9,366391.2,276648.1,378914.7,83347.8,471739.6,1043351.8,501526.8,971941.6,1474635.5,89988.8,987979.5,41692,465179.3,317496.2,172142.4,1074410.9,1143839.4,375397,478936.9,289191.3,295126.5,24729.6,340871.2,952725.4,220031.4,142321.8,259575.7,100564.2,339866,182291.5,506911.8,246183.4,228547.4,167792.9,424045.7,217006.8,125968.8,90562.5
adenosine 5'-monophosphate (AMP),,41863.6,,29148.1,,,108343,131754.7,114647.1,,34436.5,56765.3,,92079,60286.8,37530.2,74443,,87496.9,,37690.2,,83009.5,140415.8,,,68350.4,,45269.5,,,,77879.6,28618.7,,19351.6,,45504.1,58771.9,59341,,,,15373.4,121328,32307.4,73177.9,67671.4,45303.6,,,26594.2,,99425.9,,,200217.6,,58187.6
"adenosine-2',3'-cyclic monophosphate",,,,59312.9,,,,,,,,,,,17284.7,,66252.3,,,,,,,,,18802.9,,,,,,,,59312.9,,,,,,,,,,,,108051,,,,,,,,,,,,17799.1,76833.9
adenylosuccinate,,,,,,,25887.1,15031.3,3251.5,,,,,20481.6,12383.9,15662.6,,,81477.2,,,,8581.7,19533.4,,,,,,,,,,,,,,,,,,,,,27894.9,,18585.2,115192,23227.8,,,,,,,,,,
adrenate (22:4n6),2289647.3,7363047,7271945,4493793,423332,186722.5,4950875,2898578.8,1826017.8,3044954.8,2084677.9,1609777.6,561054.8,2880623.8,5191610,8572486,21491784,2371041,16366152,14670196,1339988.5,10631760,4343644.5,16461824,833048.4,5421201.5,2595384,1047448.5,12149149,5008381,1733188.8,5358728,921598.8,921506.3,623261,826395.8,20978804,18941768,4662287.5,1839311.9,2190735.3,1866300,1771682.4,1028624.8,12134095,3036862.5,4558116,6984161.5,11212147,1058351.1,268133.7,2247422.3,900394.3,1773822.9,2113441.8,2819727,1687601.3,3139995.8,970918.9
alanine,83870080,43253732,44514084,21525924,11159716,65981928,127147400,131569712,146676528,54863856,214108576,176610544,20388178,66409164,58215980,60513912,107336912,30797438,169902112,52169564,89939536,52786432,96779200,136628224,36351672,45224252,30095182,19754924,41501472,21711552,7534263,29751138,62370200,18416148,27659732,11133467,35836116,41520500,61059088,22438794,19849476,10364209,3935467.8,23868372,56472856,15978350,95111496,111191856,41510984,31671104,26071964,28095408,26391624,33790132,41794468,34311292,26529754,42082540,15983438
alanylglycine,25391.9,,7170.4,,,,54120.9,67754.4,29318.3,,22537.5,54519.3,,,,4986.4,54044.7,,81827.3,,,,35760.1,67479.4,,,,,49257.1,12779.1,,9743.6,15774,14113,,,24693,12416.2,21578.7,18978.3,,,9983,,,15710.4,22058.1,16446.4,,,,,,,,,,,
alanylisoleucine,100410.1,,,,,24068.9,94435,274228.5,89153.7,,,1370576.3,,,,,,,83872.4,,,,51113.5,,,,,,,,,,,,18001.9,,,,,,,,,,,,,,,,,,,,,,,,
alanylleucine,265741.9,36265.2,31691.1,161873.5,44882.9,74881,116636.1,404403.6,352285.6,87319.3,58002.6,3022248.3,224488.7,39204.9,30553.1,,85713.8,,133604.3,232627.9,24479.1,,117325.4,116788.4,151863.7,,35438.9,,,30238.5,,45991.1,,356856.6,41712.1,14553.8,,,34980.5,347447.7,,,38538.4,130884.3,,1933313.1,52607.9,,,,,,16689,104280,,211180.2,14579.9,,234350
alanylphenylalanine,43713,,,,,,13963.4,24172.5,,,,271443.1,53759.1,,,,,,,31055.9,,,,,,24311.9,,,30116.3,,,,,102732.7,,,,22157.9,,78240.3,,,,,,650428.1,,,,33938.8,,,,43919.4,,74286,,,56576.4
alanyltyrosine,,,,,,,84846,,,,,,,,,,,,,,,,,,,,,,,,,,,43581.1,,,,,,98532.5,,,,,,134951.4,,,,,,,,,,,,,89266.2
alanylvaline,503401.5,,18246.7,20994.2,,70512.3,154340.9,368232.2,437094.7,58164.2,61969.7,1364254.8,176432.8,24866.5,,,52718,,91683.2,66706.8,,,133539.5,77864.9,41833.5,,,,,,,44832.2,,,,,74020.2,,34587.6,,,,27965.9,166589,17798.3,92120,45729.2,37253.6,,,,,,,,,,,13804.8
allo-threonine,24757.5,25389.7,,,,,27618.5,53148.9,,37576.6,19984.5,39552.8,15133.7,17689.6,19872.9,58099.1,18251.6,21416.8,19344.1,23324.1,32648.6,,14378.9,18579.2,13882.4,47462.9,,,,,,,,,,,,,,,,,,,,,,83220.1,,,27933.3,26729,16026.8,25552.9,57549.8,33670.1,,30301.5,
alpha-glutamylglutamate,542478.1,,32990.3,47197.5,,155850,253464.2,206769.7,327366.5,58800.3,130132.8,1205268.9,,79472.5,51821.3,,98963.8,,248227.6,43506.7,,,89025.2,94988.6,,,,,67014.3,,,86003.5,117443.1,46300.4,39175,,36210.2,,53357.4,70744.1,34745,,,,,70744.1,74052,,,,,42920,35578.6,,,26007.3,15715.7,,
alpha-hydroxyisovalerate,,14146.8,,,,,,,,,,,,,,,,11974.6,,,,,,3754.9,16343.1,86210,,,35010.9,33690.2,,,9677.3,16495.7,,10813.8,18745.3,21608,17864.5,60054.1,17864.5,40271.8,,,,23946.2,,,,,,,,6045.6,,5965.5,,,22842.8
alpha-ketoglutarate,9781.8,15939.3,,,,,11126.6,22972.7,,20196.6,8601.3,15939.3,,,,24615.4,12144.1,22748,,15027.3,32025.3,17482.4,,,,,,,,8602.6,,27021.8,40693.2,,,,,,,,,5074.2,,,,10124.2,,26140.5,,,,17101.8,,3957.9,,8062.3,,17304.8,11723.5
alpha-tocopherol,35750.3,30706.9,80283,63668.8,80016.5,33539,182630.1,406194.8,350783.4,292007.7,482935.7,134522.4,63293.4,80549.5,49633.4,19278.6,41450.7,,39263.8,21407.2,1026967.4,390876.9,443722.3,264571.8,247773.6,,39298.4,146836.7,42181.6,212279.1,367184.3,260008.8,,,331809.5,7357.4,75358.9,55648.3,156852.9,,65540.2,151515.6,18308.8,198528.5,134703.8,194909.5,172613.2,106677.5,61470.1,10115.5,,312595.2,79170.7,10412.4,7982.8,12924.8,36044.3,185994.1,23351.6
arachidonate (20:4n6),7427348.5,31566438,21699462,11739328,1148719,1691273.9,17753762,10426011,6229824,6963839.5,6234078.5,5814275.5,1610487.6,13988836,16246121,25833964,60838584,10775289,47669584,40153388,4995655,27771736,21196714,66846988,3179678,16701034,6757913.5,2120750,45073256,14223938,3452847.8,10155374,9062356,11827059,1621541.8,4465516.5,54453800,56845460,20352640,9586577,9351101,4630683,1944018.5,1317599.5,52812940,10254002,17282266,26997700,45231616,4023710,1318966.4,10056747,1141397.8,5866254.5,11931300,12545083,5187085.5,3822374,7273558
arginine,14387901,7913230,6327410,5742190.5,5519791.5,12584254,25364840,29251342,21298096,13337509,21442942,33188152,9978589,8880076,6278026,11382691,18167552,6011567,30307848,13597624,9371583,6751767.5,21932650,25034670,6527062,7996001,5081063,5592074,12566978,6000562,3022121.3,6221933.5,8695421,3754832.3,4496289,3115878.8,7308615,6577741.5,9777067,4979539.5,4945525,2743006.8,8754469,8312719,2664668.8,2937681.5,9297240,9723977,5967973,5113484,7090800,6275951.5,6863507,6872986,9115386,6224500.5,5079731.5,8455166,3140095
argininosuccinate,,,,,,,,,47136,,163539.7,43731.5,,,,,111091.7,,34326.5,,30922,,27781.4,52699.1,,,,,,,,,,,,,17794,,,,,,,,,,,16019.8,,,,,,,,,,,
ascorbate (Vitamin C),878182.1,789198.9,2543738.3,447997.7,,,2598867.5,1450460.4,1155508.1,45606.7,,,,3720579.5,2473952.8,1293434.5,906771.5,1103313.3,2063099.8,627630.7,1523312,3031608.8,1683252.6,2011743.1,,,1045590.8,519262.3,2856201.8,924641.8,37838.4,1870605.6,,1549363.6,1453549,440022.5,3744588.8,4876596.5,3091166.8,1530255.5,1037182.6,169623,,281642.2,4920050,685059.3,2487111.5,1446168.8,1016610,898303.9,76560,24563.2,371099,2017450.5,36918.9,1415367.3,1277441,1824788.1,384906
asparagine,678658,841845,725827.9,275952.5,90047.3,1621297.6,1327025.3,1496402.1,1251018.5,1194681.3,3196618.5,3437114.5,151800.6,791323.8,487355.2,909350.6,1041502.4,620943.4,2835180.8,1295311.1,1076033.6,795422.8,851090.1,1666915.1,458570.2,671071.6,732280.1,555005.5,736394.6,317118.8,83740.9,789490.5,862538.1,189642.1,441913.8,188557.4,537974.8,584138.2,663744.4,459039.1,263828.4,57246.4,,230643.6,489093,160131.7,744370,1413825.3,199877.3,569114.5,596476.8,458295.2,486550.8,905295.4,685985.1,706614.4,623529.2,929996.9,188255.9
aspartate,6754621.5,4583162.5,8764324,4804651.5,2372722,15729706,11192185,9204710,17220386,3887050.8,49153368,32544496,1222730.9,9513715,11348455,4667637.5,8566838,2989800.3,20022606,4784028,5949240,6364082,11903915,17996884,3072351,2879886.8,4610731,1586070.5,7487894.5,3639084.8,1879634,5004832,13442452,4466805,7307237,2134569,8255089.5,9586357,9569038,2992310.5,6124671.5,1229486.6,248962.8,4408970.5,17203216,1699921.9,12414391,6563176,5108167.5,2453025.8,980684.8,2600649,3105969,5026140.5,1836072.9,2771528,4110716.8,3785691.5,978186.4
aspartate-glutamate,165579.8,,,,106228.6,381007.5,320095.5,190906.8,300174.7,,1274267.1,1144645.4,,71491.1,63427.1,,,,515156.9,,,,94907.9,,29550.7,,40266.7,,,,,,,,,,,,72972.1,,,,,,,,142907.4,41419.4,,,,,,,,,,,
aspartylphenylalanine,488909.6,48353.3,160185.5,102208.7,32185,170778,984312.1,919548,1369222.9,395367.7,922565.6,2985644,136930.9,529709.3,619338.9,135402.4,464241.3,,1489100,197522.3,482938.6,296741.1,679406,562967.5,409865.3,192365.8,121229.7,63777.1,96692.3,46627.4,,86896.8,58957.5,118064.7,128692.4,16298.4,83775.5,78390.4,262644.3,233558.7,,,,88864.6,51792,499854.4,694955.9,328336.2,266365.4,508117.9,23493.3,,94059.6,248145.7,,97818.5,68465.6,217629.5,212473
atenolol,,,,,,,,,,,,,,,915607.9,360909.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638258.8,,,,,
azelate (nonanedioate),68400.5,12868.5,26449.8,25311.4,57423,22434.5,25806,58601.9,32742.4,28171.1,31412.6,66651,87639.6,53750.7,81499.2,42667.7,95855.5,17531.1,47718.4,27855.8,58045.2,48585.2,35634.3,50221,40816.8,16795,26941.1,17732.1,41340,34171.7,18133.8,48965.1,44937.5,11460.7,47461.6,27992,31609.9,27878.7,53853.2,23843.2,16089.2,9981.3,44556.3,55177.2,45360.7,15544.6,29805,10946.6,29576.7,6922.4,22379.5,34194.5,32742.4,,40719.2,24317.8,51413.7,42605.5,26720.2
butyrylcarnitine,410029.5,1635843.8,1295108.1,1520564.1,185172,1323067.4,356344.7,375108.6,70059.4,503097.2,1112280.1,894295.5,105533.4,196428.2,61173.9,336371.7,333563.2,1547112.9,872971.4,1379936.9,439149.4,1174868,60884.7,,891601.3,1802959.8,2787300.5,1264465,425996.3,1389704.3,284452.1,2821426.5,182797.5,1410144,881701.4,1699704.8,1228744.9,1114606,161211.6,3044662.8,863071.4,1417483.1,25512.3,180178.3,81191.2,1309828.8,116504.2,1606773.1,186051.2,991539.2,1051988.1,778853.6,814071.8,1377802.9,348406.6,1273166.3,371305.3,555315.3,1526426
C-glycosyltryptophan,154587.5,608585.2,706827,647314.2,51594.5,350322.5,189096.2,405672.5,372652.6,417249.1,300191.5,510343.1,88534.2,233748.5,241492.3,399155.8,364401.3,488726.7,652679.6,555248.3,247294.2,484752.6,217766.5,351860,417867,535499.3,905486,529065.6,227588.3,454430.1,206203.9,1519554.3,229663.9,443655.5,342145.9,626336.8,729051.1,619775.3,284152.3,443930.2,434237.7,456914.6,,170345.2,150392.8,378363.3,123114.9,183155.6,120845.7,296534,476512.6,270180.6,438619.1,470372.1,260274.2,506583.8,313287.4,314341.6,343840.4
caprate (10:0),1476305,50115.5,148271.3,187337.2,132856.4,184477.4,283901.3,203918.5,3348842.3,414871.6,152661.8,106326.4,821706.3,441210.2,173101.3,87283.3,126633.8,40203.5,201247.9,91310.8,610260.3,131902,152878.1,193840.7,701905.3,32861.8,121117.2,64776.1,94905.4,665231.1,41056.8,98286.4,104918.4,73068,194446.2,123316,95732.3,83109.9,186624.9,214992,105908.5,107081.7,132379.2,158860.7,416677.5,150878.7,1623001.5,116915.2,83956.5,21220,74361.4,132918.8,81868.6,34474.6,92935,51164.2,107276.6,165895.6,135975.4
caproate (6:0),24266.4,11936.1,,22920.7,14586.5,6803.1,22574.3,,97485.8,7356.2,,16508.8,18674.9,10374,,,14473.7,8118.7,11684.4,11962.5,12096.6,14184.2,,,16140.3,,,,13334.2,12998.3,,,53704.8,14441.2,,,9269.4,12064.3,,13166.3,15533.3,11804,,8044,10695.1,34527.9,23744.3,7812.8,,5903.8,,8740.2,,10097.1,,15429.1,,,31928.5
caprylate (8:0),186481.7,,20403.1,40621.3,20479.9,6643.4,42525.8,28094.9,499440.4,18375.4,42582,22894.3,20384.2,24806.5,19935.5,23322.3,18813,16443.8,30696,12682.7,29860.5,,27352.3,25638,70517,,,16909.8,17041.4,11752.2,,27733.4,31554.8,,16300.4,27041.7,21456.8,15145.3,21729.6,45967.1,50599.2,75082.3,,29116,40828.2,109738.8,203482.9,18625.8,23975,,30932.9,36615.1,19946.8,19287.7,15555.1,27420.1,20451.9,10759.5,150450.1
carnitine,4385139.5,5855349,7299905,4595506.5,459525.5,2194444.3,5493876,4094012.5,4614907.5,2394674.3,3303865.8,2570357.8,985759.6,7181028,5929699.5,4104707.8,3134693,2704069,5920979.5,2778233.8,3831488.5,4294517.5,5184902.5,4925994,5004712,7524514,6017691.5,2531892.3,5854120.5,3051445,1571447.3,5035591.5,5028229,5822910.5,6260674,3853425.5,4003642.8,4097323,8131940.5,8572561,1935347,4112092.5,897111.1,5053572,9177811,4583467.5,5336812.5,3955576.8,2386485.8,3647231.5,2875963,962075,2185837.5,4140184.5,1547837.6,2739974.8,5832608,2258628.8,3223770.5
chenodeoxycholate,,,,,,,,,,,,,,,,,,,,,,,,,210449,26564.6,,,,,,,55597.4,,,,,,,,82657.8,221460.7,,,,,,,,,,,,,,,,,
cholate,,,,,,,,,,,,,,,,,,,,,,,,,36025.6,10398.8,,,,,,,34240.7,8595,,,,,,,100586.8,247738.4,,,,,,,,,,,,,,,,,
cholesterol,3151776.5,4670765.5,3340716.3,3652496.3,1586266.6,1659100.3,3812817,4414786.5,4216422.5,2183631.3,4646317.5,3448531.5,1518806.9,2261456.8,4027478.8,2351550.5,4904065,2690652.8,5324383,3498755.5,3874894.3,3012969.5,2477598,5825395,2263106,1204713.1,2933855.8,2159098,3242708,3094606,1327206.8,2303500,4633044,3016397.5,1674287.3,1004827.3,3486390.3,2900047.5,4634253.5,3528004.8,1892007.5,2185756,1749848.1,1741407,3642509.3,4281067,3960010.8,2795350,3113427.3,931781.8,1157986,2173224.5,2067218.3,2541437,1051776.9,1667309.1,1326048,1334723,2184947.3
phosphocholine,7726064,4767105,7834393.5,3238960,1217914.1,3640485.8,5044519,4274175.5,8495717,3384802.8,3090295,1532226.1,690558.9,6887630,8289661,4437169.5,2875845.8,2299044.5,5126797.5,1841683.3,4461156,4376763,7650799.5,6559963.5,2088104.3,2619103.3,7571502.5,1544967.6,5799321.5,4171587.8,828501.9,4106728.8,5195795,7191972,6653446.5,2471248.5,7880783,7598649,9544704,4462846.5,2278628,1897140.1,321606.8,4961076.5,13491104,3180835,5206534,3084679.8,3772454.3,3016566.3,2185382.5,2381202.5,3423583.8,4982173,2438685,3687730,7272566.5,5824719.5,4816698.5
citrate,86458.3,5983.8,,215585.3,66187,674285.4,82629.2,67098,,104393.2,17762.3,875436.3,77801.8,,21441.6,28517,,335796.8,,490070.4,23741.5,37859.6,23587.2,,18710.5,23263.7,,175464.1,171662.2,548960.1,427418.1,367417.8,20597.7,627248.4,45123.7,656819.4,,38582.4,,138697.8,526786.3,511233.4,28564.8,28284.9,4955.9,1133632.8,,45370.9,,154648.4,197827.7,591888.7,62080.5,492560.8,195623,503304.1,155469.3,138697.8,704463.6
citrulline,50422,436749.4,474002.4,753380.1,223001.6,658451.5,196808.3,219139.3,92953.8,238311.6,180546.5,995475.1,343389.7,126720.5,149644.9,128680.7,762282.9,271710.3,150821.4,440909.3,120005.4,160003,132774.6,123440.8,121891.4,155436.1,310677.2,294662.4,284351.8,404023.6,388254.2,605227.4,586816.7,202889.2,270116.8,1252148.3,510717.8,259278.3,209372.6,367745.6,359858.3,329231.3,147318.8,248439.9,209347,444164.9,,,113044.1,59775.1,329765.4,704792.4,311857.8,155765,167739,274487,156948.3,125478.6,465597.4
cortisol,82353.1,65733,85270.3,58346.2,333649.4,473787.7,,,64484.7,,,,30809.5,44384,112619.1,63479.3,95519.7,77355.3,136502.1,97165.1,,,,,,,,,48683.6,74948.7,35752.6,,,32831.5,,,,,,,,15009.5,53502.3,72879.5,48364.8,,,,36655,,,62473.9,58275.4,57624.6,,76844.5,106206.2,56420.2,52699.5
creatine,5044441.5,5281024,6363424.5,6037069.5,1881603.5,3105136.5,4705894,3957441.8,9057459,3683981.3,7024108.5,2739033.5,3493696.8,3571672.3,4181281,3847019.5,10171401,3052469.5,6077986.5,3507401.3,3933599.3,4754197,6963897.5,9363269,3762240,3703083.3,4133818.8,4008447.5,3056931.3,5458212,2759251.8,3908135.5,8915677,6676884.5,7652351.5,4080294.8,4707179,5611845.5,3514120.3,4164330.5,3123157.8,3715919.8,2268050,4048324.8,16836394,2138899,6018220,6022039.5,8501889,3126768,2876360.3,3418023.5,5071751.5,4801228,6582582,4475558.5,4808526.5,4428963,5241129
creatinine,419272.4,327593.1,555411,669529.1,185886.4,207023.5,315321.9,272997.9,685567.5,391879.7,269681.5,280463.6,403932.6,198172,423220.7,188424.3,325823.9,373995.8,403202.3,428467.4,340736.3,402472,251258,257840.3,3137052,2333487.5,421076.2,487617.7,378614.9,551912.6,507144.3,463756.8,670669.3,740197.4,542120.6,720473.4,495333.3,542333.6,383137.3,816249.4,583461.4,638708.6,258004.4,527165.2,1352006.4,1997072,318913.8,172554.3,304623.5,273506.7,647334.6,267041.7,252958.4,473910.3,253928.6,258813.5,191570.1,268925.9,1004006.3
cysteine,137251.7,564855.1,2201317.8,544629.1,19163.3,262905.1,4327142,3061727,8865650,3067397.3,1175173.9,853281.6,342598.4,12866050,2706727,146268.3,4288822.5,571355.4,7715045.5,382281.3,6740704.5,6281292.5,4298202.5,3921386,561966.5,465832,918151,335630,4151240.8,2678727.5,60076.5,889503.5,785462.5,923252.1,1733820,323290.5,7089078.5,6742435,1341323.3,528555.3,787262.4,326696.1,22683.1,457108.8,8646035,793290.8,24778060,4231103.5,858271.4,156499.5,57354,336806.8,209191.1,1427070.6,68637.8,559657.6,876670.9,2323955.8,163419.6
cysteine-glutathione disulfide,,,,176618.9,,,,,,980196.6,,,225923.5,,,,14553.2,,,200677.3,,,,,,,,1724357,,609979.6,91557.5,2384683.5,,188648.1,,1939140.4,,,,1823473.8,343548.6,,151380.2,29427,,,,,,150181.8,164243.3,137990.2,,115995.4,,,,,
cystine,,213031.2,482109.1,324894.9,108949.9,945120.4,764691.5,401895.6,921825.4,347574.5,4373742,2649371.3,80550.8,171443.3,509803.6,116544.4,665204.7,287044.8,1910042.1,783252.2,385970.5,640236,502953.2,944265.5,479326.2,386616.7,690912.3,186946,492531.1,421634,463941.8,715042.4,3248539,1067390.9,634129.1,381271,896825.8,1220576.6,866197.1,632018.2,1079759.4,798250.6,,476237.3,77750.7,1161526,403197.1,301245.8,54359.2,156542.6,77303.7,564667,259781,841699.9,325509.4,876152.6,358478.8,382150.1,752374.3
cytidine,136737.6,,23050.8,,,50341.2,1075418.6,102463.1,307520.1,,167132.3,79911,,96793.7,272853.6,59838.5,,,161076.9,,75256.5,,753458.6,292423.1,,,,,,,,,155930.8,,,,,,568852.8,92036.8,,,,31264.7,1261135.8,,1170464.6,1158737.4,1044229.5,,,,19305.8,,19881.4,,136737.6,22333.4,77995.3
cytidine 5'-diphosphocholine,186379.8,88776.8,440985.5,178474.6,,,224402.9,167659.6,495815.5,251485,,,26032.4,384634.8,365106.7,212777.8,259848.8,103459.1,359988.2,154309.6,225622.7,302892.3,356283.3,389529.8,76007.2,53289.8,297778.5,132534.7,158229.7,171546.4,,325215.8,,213931.1,243626.9,115594.2,261393,338602,278418.8,229909.1,68959,,,69237,371271,26003.1,205087.4,196223.8,137816.7,187360.3,77670.2,46332.7,165326.3,278573.3,63371,218379.5,170010.1,80571.5,99071.6
cytidine 5'-monophosphate (5'-CMP),90550.9,22401,113903.6,159187.5,,,79971.6,69306.2,82177,83651.5,59890.6,,58205.3,111654.8,161024.7,78990.8,114372.7,76273.3,123029.7,,81590.7,55525.2,82308.9,80540.7,17286.8,,135627.4,26736.9,,75022.6,,,114505,81184.1,,56663.2,112509.1,105195.5,94197.1,56998.5,60375.2,,,45480.1,155057.7,52819.8,79328.3,105427.1,147031.4,,,23545.6,56126.4,67265.3,44744.9,57564.9,129973.6,93326.1,63715.6
cytidine 3'-monophosphate (3'-CMP),379596,119825.6,73967,135519,,142323.5,606474.5,478723.6,742237.1,119592.9,566218.4,266186.1,18011.2,605394,522068.5,83890.2,468516.5,,288604.2,38000.4,382993.1,96396.9,344722.6,398500.4,56667.3,166817.4,110283.3,16849.5,207371.1,58312.1,14435.9,94656.3,,67376.6,88910.5,53136.3,90964.4,241081.7,346324.9,74270,,117371.7,16164.8,168512.1,1239259,75877.1,762317.1,339625.8,200492.5,45844.7,,28706,18461,17089.7,65082.1,35249.4,128902.4,,74239.9
